ID,Skill,Tags,Question,IMG URL,Difficulty ,A,B,C,D,Correct Answer,Formal Answer Explanation,Step-by-Step Answer Explanation Link
ALG033,System of linear equations,,"5p-4q=13  3p-4q=5 The solution to the given system of equations is (p,q). What is the value of p?",,Medium,2,4,8,9,B,"Choice B is correct. Subtracting the second equation from the first equation in the given system yields (5p-4q)-(3p-4q)=13-5, or (5p-3p)+(-4q+4q)=8. Combining like terms in this equation yields 2p=8. Dividing both sides of this equation by 2 yields p=4. Thus, the value of p is 4.

Choice A is incorrect and may result from conceptual or calculation errors.

Choice C is incorrect. This is the value of 2p, not p.

Choice D is incorrect. This may result from adding 13 and 5 rather than subtracting. 

",Copy of Algebra: 1-Variable Linear Equations
ALG034,System of linear equations,,"6a-2b=-20 3a=7b+2  What is the solution (a,b) to the given system of equations?",,Medium,"(-4,-22)","(4,22)","(-4,-2)","(-2,-4)",C,"Choice C is correct. Subtracting 6a from both sides of the first equation in the given system yields -2b= -6a-20. Dividing both sides by -2 gives b=3a+10. Substituting the expression 3a+10 for b in the second equation in the given system yields 3a=7(3a+10)+2. Distributing the 7 on the right-hand side of this equation yields 3a= 21a+70+2. Subtracting 21a from both sides of this equation yields -18a=72. Dividing both sides of this equation by -18 yields a=-4. Substituting -4 for a in the equation b=3a+10 yields b=3(-4)+10, or b=-2. Therefore, the solution (a,b) to the given system of equations is (-4,-2).

Choice A is incorrect and may result from conceptual or calculation errors.

Choice B is incorrect and may result from conceptual or calculation errors.

Choice D is incorrect. This is the solution (b,a), not (a,b), to the given system of equations.

",Copy of Algebra: 1-Variable Linear Equations
ALG035,System of linear equations,,"The equations s=7/2 t and s=-7/12 t form a system of equations. The solution to this system is (s,t). What is the value of t ?",,Medium,-7/12,-5/12,0,7/12,C,"Choice C is correct. From the first equation, it is given that s=7/2 t. Substituting 7/2 t for s in the second equation s=-7/12 t gives 7/2 t=-7/12 t. Dividing both sides by 7 gives  1/2 t=-1/12 t. Subtracting 1/2 t from both sides yields 0=-1/12 t-1/2 t, which simplifies to 0=-1/12 t-6/12 t, or 0=-7/12 t. Multiplying both sides of this equation by -7/12 gives t=0. Thus, the value of t is 0.
Choice A is incorrect and may result from conceptual or calculation errors.
Choice C is incorrect and may result from conceptual or calculation errors.
Choice D is incorrect and may result from conceptual or calculation errors.
",Copy of Algebra: 1-Variable Linear Equations
ALG036,1 Variable Linear Equations,,"If 6x+72=-30, what is the value of x+12 ?",,Easy,-30,-5,5,30,B,"Choice B is correct. Dividing all terms in the given equation by 6 yields:
6x/6+72/6=-30/6
or x+12=-5. Therefore, the 
value of x+12 is -5 .

Choice A is incorrect. This represents the value of 6x+72, not x+12.

Choice C is incorrect and may result from conceptual or calculation errors.

Choice D is incorrect and may result from conceptual or calculation errors.

",Answer Steps (Algebra)
ALG037,1 Variable Linear Equations,,What value of x satisfies the equation 8x+247=335 ?,,Easy,11,19,50,100,A,"Choice A is correct. Subtracting 247 from both sides of the given equation yields: 8x=88.
Dividing both sides of this equation by 8 yields: x=11
Therefore, the value of x that satisfies the equation 8x+247=335 is 11.
        
Choice B is incorrect. This value of x satisfies the equation 8x+247=399.
        
Choice C is incorrect. This value of x satisfies the equation 8x+247=647.
        
Choice D is incorrect. This value of x satisfies the equation 8x+247=1,047.
",Answer Steps (Algebra)
ALG038,1 Variable Linear Equations,,What value of x is the solution to the equation 17x-11x-150=390 ?,,Easy,40,90,540,900,B,"The correct answer is B . The equation 17x-11x-150=390 simplifies by combining like terms on the left-hand side, yielding: 6x-150=390. Adding 150 to both sides of this equation results in: 6x=540. Dividing by 6 both sides gives: x=90 Therefore, the value of x that solves the equation is 90 .
Choice A is incorrect and may result from conceptual or calculation errors.
	
Choice C is incorrect and may result from conceptual or calculation errors.
	
Choice D is incorrect and may result from conceptual or calculation errors.
",Answer Steps (Algebra)
ALG039,1 Variable Linear Equations,,"If 40-5y=-125, what is the value of 8-y ?",,Easy,-125,-25,25,125,B,"Choice B is correct. Dividing each side of the given equation by 5 yields: 40/5-5y/5=-125/5, or 8-y=-25. Therefore, the value of 8-y is -25 .
        
Choice A is incorrect and represents the value of 40-5y, not 8-y.
        
Choice C is incorrect. This represents the value of -(8-y), not 8-y.
        
Choice D is incorrect. This represents the value of -(40-5y), not 8-y.
",Answer Steps (Algebra)
ALG040,1 Variable Linear Equations,,4(11+2y)=92 Which equation has the same solution as the given equation?,,Easy,11+2y=23,11+2y=92,44+2y=23,44+2y=92,A,"Choice A is correct. Dividing each side of the given equation by 4 yields:
(4(11+2y))/4=92/4 or 11+2y=23. Therefore, the equation 11+2y=23 is equivalent to the given equation and has the same solution.
        
Choice B is incorrect. This equation is equivalent to 4(11+2y)=368, not 4(11+2y)=92.
        
Choice C is incorrect. Distributing 4 on the left-hand side of the given equation yields 44+8y=92, not 44+2y=23.
        
Choice D is incorrect. Distributing 4 on the left-hand side of the given equation yields 44+8y=92, not 44+2y=92.


",Answer Steps (Algebra)
ALG041,1 Variable Linear Equations,,13x-8=278 What is the solution to the given equation?,,Easy,22,33,44,55,A,"The correct answer is A. Adding 8 to both sides of the given equation yields 13x=286. Dividing both sides of this equation by 13 yields x=22. Therefore, the solution to the given equation is 22. Choice B is incorrect and may result from conceptual or calculation errors.
	
Choice C is incorrect and may result from conceptual or calculation errors.
	
Choice D is incorrect and may result from conceptual or calculation errors.
",Answer Steps (Algebra)
ALG042,1 Variable Linear Equations,,Sophia paid a total of $243 for a fitness tracker by making a down payment of $63 plus x monthly payments of 28 each. Which of the following equations represents this situation?,,Easy,28x-63=243,63x-28=243,28x+63=243,63x+28=243,C,"Choice C is correct. It is given that Sophia made a $28 payment each month for x months. The total amount of these payments can be represented by the expression 28 x . The down payment of $63 is added to this amount to find the total amount Sophia paid, yielding the expression 28x+63.

Since the total amount Sophia paid is $243, the equation is: 28x+63=243.
        
Choice A is incorrect and may result from conceptual or calculation errors.
        
Choice B is incorrect and may result from conceptual or calculation errors.
        
Choice D is incorrect and may result from conceptual or calculation errors.
",Answer Steps (Algebra)
ALG043,1 Variable Linear Equations,,Which of the following is equivalent to 14-10x=-8 ?,,Easy,7-5x=4,-7+5x=-4,-7-5x=4,7-5x=-4,D,"Choice D is correct. Dividing each side of the original equation by 2 yields:
(14-10x)/2=-8/2, which simplifies to 7-5x=-4.
        
Choice A is incorrect. Dividing each side of the original equation by 2 gives  7-5x=-4, which is not equivalent to 7-5x=4.
        
Choice B is incorrect. Dividing each side of the original equation by -2 gives -7+5x=4, which is not equivalent to -7+5x=-4.
        
Choice C is incorrect. Dividing each side of the original equation by -2 gives -7+5x=4, which is not equivalent to -7-5x=4.


",Answer Steps (Algebra)
ALG044,1 Variable Linear Equations,,"One pound of grapes costs $3. At this rate, how many dollars will 2y pounds of grapes cost?",,Easy,6y,3+2y,3/2y,2y/3,A,"Choice A is correct. If one pound of grapes costs $3, two pounds of grapes will cost 2 times $3, three pounds will cost 3 times $3, and so on. Therefore, 2y pounds of grapes will cost 2y×3, which is 6y dollars.
        
Choice B is incorrect and may result from incorrectly adding instead of multiplying.
        
Choice C is incorrect and may result from assuming that 2y pounds cost $3, and then finding the cost per pound.
        
Choice D is incorrect and could result from incorrectly assuming that 3 pounds cost 2y, and then finding the cost per pound.
",Answer Steps (Algebra)
ALG045,1 Variable Linear Equations,,"If 4y-5=-27, what is the value of 4y+5 ?",,Easy,-37,-17,-8,-11/2,B,"Choice B is correct. Adding 10 to both sides of the given equation yields:
4y-5+10=-27+10,
or 4y+5=-17. Therefore, the value of 4y+5 is -17 .
        
Choice A is incorrect. This represents the value of 4y-15, not 4y+5.
        
Choice C is incorrect. This may result from subtracting by 5 from both sides of equation 4y-5=-27 and finding the value of y. 
        
Choice D is incorrect. This represents the value of y, not 4y+5.

",Answer Steps (Algebra)
ALG046,1 Variable Linear Equations,,"4y-28=a(7-y) 
In the given equation, a is a constant. If the equation has infinitely many solutions, what is the value of a ?
",,Medium,4,-4,7,-7,B,"The correct answer is B. An equation with one variable, y, has infinitely many solutions only when both sides of the equation are equal for any defined value of y. It's given that 4y-28=a(7-y), where a is a constant.
This equation can be rewritten as: 4(y-7)=-a(y-7)
If this equation has infinitely many solutions, then both sides are equal for any defined value of y. For this to be true, -4=a. Therefore, if the equation has infinitely many solutions, the value of a is -4 .
Choice A is incorrect and may result from a sign error when solving for a.
Choice C and D are incorrect and may result from conceptual or calculation errors.

Alternate approach:
If y=0, substituting 0 into the equation 4y-28=a(7-y) gives:
4(0)-28=a(7-0), or -28=7a. Dividing both sides of this equation by 7 yields:
a=-4.",Answer Steps (Algebra)
